618 4 6461
486 4
184 3
294 3
200 1
97 4
129 4
364 4
107 3
21 1
413 3
347 3
558 3
321 4
434 3
200 4
136 2
564 1
480 2
377 4
175 2
13 4
511 2
210 1
221 2
599 2
190 1
522 4
47 2
211 1
22 2
370 4
421 4
262 4
416 2
363 3
33 3
340 2
72 2
583 2
287 2
595 3
408 1
106 2
319 4
2 3
587 2
259 2
181 3
170 1
20 4
20 2
331 3
215 1
85 3
42 4
390 4
263 1
162 3
139 2
91 1
449 3
52 1
515 1
389 3
223 2
204 4
174 1
518 4
490 4
521 1
130 1
121 2
131 1
330 4
487 4
29 1
502 1
225 2
116 2
261 1
463 4
458 3
614 2
595 3
61 3
85 4
39 1
218 3
177 1
470 1
252 2
214 2
94 1
287 2
216 4
576 2
14 3
435 2
468 2
370 1
197 2
174 2
529 4
512 3
501 2
484 4
388 1
178 3
21 2
285 1
281 4
229 1
16 2
528 1
589 3
93 4
503 4
231 3
271 2
157 2
59 4
366 3
359 4
497 2
579 2
460 3
292 1
510 1
524 1
219 3
80 4
609 2
79 4
269 4
193 3
127 2
77 1
590 4
405 3
549 3
146 4
97 1
581 2
614 1
540 2
419 1
9 2
8 4
580 4
368 4
293 2
139 3
402 4
444 1
212 1
501 2
203 3
62 2
363 3
436 4
158 1
337 4
580 2
204 4
72 3
573 2
269 4
99 2
118 1
243 2
199 4
528 2
253 4
355 1
43 4
307 1
140 4
455 4
600 2
166 2
373 3
213 1
104 1
515 3
51 4
98 2
258 3
16 2
420 4
33 1
443 4
304 3
310 3
44 4
393 4
516 2
181 1
546 1
571 3
601 2
274 4
33 4
356 3
134 3
87 2
578 4
453 4
470 4
180 4
457 1
549 1
111 4
377 2
251 1
516 2
408 1
94 1
386 1
465 4
244 4
161 1
442 4
102 3
125 2
466 3
345 3
331 2
51 1
73 3
302 1
250 1
406 2
217 3
286 2
273 1
338 4
5 3
357 3
323 3
30 4
92 2
361 2
575 1
412 4
401 2
519 4
592 1
325 4
379 3
486 2
478 4
66 4
574 2
15 1
441 1
574 4
367 4
27 3
20 4
183 3
378 3
333 3
468 4
73 1
112 3
76 2
465 1
333 4
538 1
257 2
371 4
245 3
18 2
553 2
512 4
577 4
545 1
359 3
23 2
573 1
150 2
44 2
68 3
442 2
155 2
596 3
509 4
46 4
240 2
178 4
369 1
378 3
463 1
280 3
545 3
356 4
108 1
179 2
244 1
606 4
396 4
476 1
368 1
135 4
562 3
10 3
395 4
403 2
314 1
256 2
457 3
222 2
460 4
482 1
347 1
150 2
320 3
243 2
359 2
450 2
503 1
74 4
327 3
615 1
330 1
384 4
160 3
561 1
287 2
511 1
503 2
340 4
370 3
125 4
428 3
66 3
499 2
121 3
589 1
289 1
604 1
483 1
225 3
441 1
314 2
587 2
306 3
321 2
199 4
511 3
420 2
558 3
318 4
270 2
365 2
169 1
77 2
557 3
599 1
591 1
570 2
444 2
263 4
148 3
388 1
609 2
127 2
367 2
562 2
397 4
574 2
117 1
467 2
238 1
257 4
222 1
20 1
532 3
609 1
472 3
245 2
527 3
514 2
223 2
151 3
472 4
122 4
365 1
226 2
9 2
308 2
131 1
423 3
392 2
224 1
168 1
598 3
469 1
562 2
376 2
564 4
193 1
349 1
240 1
211 1
380 4
125 4
427 1
411 1
142 4
295 2
458 3
153 2
303 3
426 2
387 4
569 3
154 3
46 1
96 3
231 3
320 3
188 1
8 4
490 1
103 1
235 1
536 4
90 2
555 3
548 2
260 2
608 1
290 3
532 3
529 4
81 4
379 4
27 1
144 2
258 4
411 4
107 3
461 1
525 1
418 2
411 4
266 3
429 1
560 4
234 1
521 2
39 2
163 3
472 3
156 3
300 4
589 4
213 2
518 4
64 3
545 3
328 4
545 2
373 4
573 4
500 2
515 2
478 1
114 1
65 3
325 2
507 2
411 2
306 3
410 4
380 4
434 4
188 3
492 1
537 1
243 4
363 3
189 1
54 3
417 2
342 4
445 1
17 2
492 2
390 2
51 1
543 3
379 4
485 4
72 3
371 1
557 1
429 1
208 2
147 1
216 1
318 2
449 1
343 1
455 1
475 2
198 1
42 1
346 4
386 3
580 3
317 1
352 4
146 1
371 4
481 3
207 1
583 3
563 3
283 3
483 2
252 1
63 1
152 2
250 1
354 3
169 1
185 3
11 4
279 1
557 4
66 4
140 2
143 3
109 2
504 4
92 3
152 3
67 4
495 1
336 2
104 1
65 1
586 3
29 4
549 1
600 1
204 4
28 4
403 2
293 2
10 4
56 2
169 2
161 4
73 3
75 1
414 1
492 2
160 1
75 4
212 1
330 2
174 4
199 2
35 4
465 3
260 3
52 3
139 3
8 3
227 1
190 2
91 2
50 4
450 2
442 4
507 3
375 1
526 4
456 2
212 4
80 2
531 2
20 3
337 1
69 4
4 3
252 4
194 2
191 1
68 2
343 2
2 3
118 2
279 2
513 1
248 3
571 4
582 4
441 4
500 1
422 2
314 2
344 2
406 3
294 1
606 3
258 1
45 1
366 4
369 4
107 4
121 2
454 2
42 2
583 4
360 2
119 4
230 2
578 4
611 2
104 1
400 3
115 4
417 1
244 1
509 1
85 2
610 3
403 2
113 2
600 1
580 3
546 1
42 1
268 2
532 3
110 2
276 1
441 3
351 3
24 1
521 1
120 3
212 2
591 2
264 1
487 3
173 1
261 1
380 1
122 1
160 2
561 2
371 2
313 2
493 4
228 3
336 1
79 2
96 1
227 3
116 3
512 3
212 1
24 2
579 2
211 3
606 4
577 3
97 3
500 4
162 3
348 2
336 3
104 4
303 2
460 3
119 2
76 2
470 1
147 1
555 1
393 1
345 1
242 1
57 3
371 4
295 2
84 3
616 1
240 1
292 2
505 2
271 2
461 2
324 3
588 4
407 3
433 3
94 4
300 4
104 1
380 3
449 1
416 3
105 1
101 2
545 1
603 2
69 4
411 4
228 4
289 2
26 4
4 4
233 2
589 4
129 4
89 4
563 1
403 1
113 4
362 1
427 3
232 4
396 2
55 1
237 3
139 3
405 2
409 3
478 4
533 3
52 1
415 2
417 4
393 4
78 2
228 1
467 2
341 4
349 4
80 1
254 3
298 1
539 4
368 1
130 4
210 4
477 4
156 4
383 2
11 1
537 2
481 2
456 1
414 2
180 2
265 2
547 3
356 4
119 2
321 4
393 2
552 3
268 1
177 1
244 3
439 3
314 2
373 3
102 4
125 3
540 3
362 1
366 4
52 1
18 3
154 2
491 3
477 1
458 3
578 3
286 3
359 1
407 3
428 3
480 3
474 4
263 1
413 1
395 2
373 1
312 3
65 1
251 4
124 4
517 2
551 4
504 3
415 2
427 2
87 2
497 2
502 3
305 3
379 4
141 1
505 1
140 3
611 4
113 4
296 3
241 2
531 4
20 1
143 3
39 1
407 3
65 3
43 4
180 4
190 2
499 1
107 1
69 4
141 2
78 1
487 3
86 3
481 2
430 4
53 4
120 1
18 2
407 3
55 4
499 3
171 4
253 3
352 3
357 2
56 1
448 1
145 1
13 4
353 4
34 1
177 2
176 3
485 3
591 2
66 3
566 2
